Numero: ,Estoma:  ,Tara: ,Peso(Kg): ,Sobrepeso(Kg): ,Embarque(Kg): ,Fecha: 
1,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 07:41:45
2,PORVB2,2.78,19.76,0.26,19.5,2018-04-11 07:41:54
3,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 07:42:26
4,PORVB2,2.78,19.62,0.12,19.5,2018-04-11 07:43:03
5,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 07:43:38
6,PORVB2,2.78,19.5,0,19.5,2018-04-11 07:44:15
7,PORVB2,2.78,19.72,0.22,19.5,2018-04-11 07:45:41
8,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 07:45:56
9,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 07:46:18
10,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 07:46:27
11,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 07:46:44
12,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 07:46:54
13,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 07:47:15
14,PORVB2,2.78,19.76,0.26,19.5,2018-04-11 07:47:56
15,PORVB2,2.78,19.78,0.28,19.5,2018-04-11 07:48:05
16,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 07:48:29
17,PORVB2,2.78,19.62,0.12,19.5,2018-04-11 07:49:09
18,PORVB2,2.78,19.5,0,19.5,2018-04-11 07:49:26
19,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 07:49:37
20,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 07:50:03
21,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 07:50:23
22,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 07:50:37
23,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 07:50:55
24,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 07:51:07
25,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 07:51:17
26,PORVB2,2.78,19.74,0.24,19.5,2018-04-11 07:51:26
27,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 07:51:42
28,PORVB2,2.78,19.48,-0.02,19.5,2018-04-11 07:51:57
29,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 07:52:10
30,PORVB2,2.78,19.72,0.22,19.5,2018-04-11 07:52:36
31,PORVB2,2.78,19.74,0.24,19.5,2018-04-11 07:52:50
32,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 07:53:02
33,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 07:53:17
34,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 07:53:29
35,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 07:53:50
36,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 07:54:23
37,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 07:54:41
38,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 07:54:54
39,PORVB2,2.78,19.78,0.28,19.5,2018-04-11 07:55:05
40,PORVB2,2.78,19.8,0.3,19.5,2018-04-11 07:55:18
41,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 07:55:29
42,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 07:55:35
43,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 07:55:47
44,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 07:56:09
45,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 07:56:19
46,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 07:56:34
47,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 07:56:48
48,PORVB2,2.78,19.78,0.28,19.5,2018-04-11 07:56:58
49,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 07:57:13
50,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 07:57:23
51,PORVB2,2.78,19.5,0,19.5,2018-04-11 07:57:35
52,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 07:57:50
53,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 07:58:09
54,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 07:58:18
55,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 07:58:34
56,PORVB2,2.78,19.62,0.12,19.5,2018-04-11 07:58:46
57,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 07:58:56
58,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 07:59:31
59,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 07:59:46
60,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 08:00:02
61,PORVB2,2.78,19.5,0,19.5,2018-04-11 08:00:17
62,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 08:00:31
63,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 08:00:44
64,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 08:00:58
65,PORVB2,2.78,19.62,0.12,19.5,2018-04-11 08:37:07
66,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 08:37:41
67,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 08:37:52
68,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 08:38:08
69,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 08:38:25
70,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 08:38:50
71,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 08:39:29
72,PORVB2,2.78,19.5,0,19.5,2018-04-11 08:39:41
73,PORVB2,2.78,19.5,0,19.5,2018-04-11 08:40:00
74,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 08:40:30
75,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 08:40:54
76,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 08:41:17
77,PORVB2,2.78,19.46,-0.04,19.5,2018-04-11 08:41:37
78,PORVB2,2.78,19.78,0.28,19.5,2018-04-11 08:41:52
79,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 08:42:03
80,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 08:42:13
81,PORVB2,2.78,19.48,-0.02,19.5,2018-04-11 08:42:22
82,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 08:42:35
83,PORVB2,2.78,19.76,0.26,19.5,2018-04-11 08:42:45
84,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 08:42:54
85,PORVB2,2.78,19.72,0.22,19.5,2018-04-11 08:43:06
86,PORVB2,2.78,19.48,-0.02,19.5,2018-04-11 08:43:20
87,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 08:43:32
88,PORVB2,2.78,19.92,0.42,19.5,2018-04-11 08:43:52
89,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 08:44:02
90,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 08:44:14
91,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 08:44:28
92,PORVB2,2.78,19.62,0.12,19.5,2018-04-11 08:44:39
93,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 08:44:54
94,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 08:45:12
95,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 08:45:45
96,PORVB2,2.78,19.8,0.3,19.5,2018-04-11 08:45:54
97,PORVB2,2.78,19.8,0.3,19.5,2018-04-11 08:46:09
98,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 08:46:25
99,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 08:46:42
100,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 08:47:01
101,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 08:47:13
102,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 08:47:24
103,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 08:47:36
104,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 08:48:05
105,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 08:48:15
106,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 08:48:25
107,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 08:48:44
108,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 08:49:05
109,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 08:49:33
110,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 08:49:48
111,PORVB2,2.78,19.72,0.22,19.5,2018-04-11 08:49:59
112,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 08:50:20
113,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 08:50:34
114,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 08:50:51
115,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 08:51:13
116,PORVB2,2.78,19.62,0.12,19.5,2018-04-11 08:51:37
117,PORVB2,2.78,19.32,0.22,19.1,2018-04-11 08:54:19
118,PORVB2,2.78,19.18,0.08,19.1,2018-04-11 08:54:58
119,PORVB2,2.78,19.14,0.04,19.1,2018-04-11 08:55:41
120,PORVB2,2.78,19.16,0.06,19.1,2018-04-11 08:55:53
121,PORVB2,2.78,19.26,0.16,19.1,2018-04-11 08:57:06
122,PORVB2,2.78,19.1,0,19.1,2018-04-11 08:57:22
123,PORVB2,2.78,19.22,0.12,19.1,2018-04-11 08:57:57
124,PORVB2,2.78,19.06,-0.04,19.1,2018-04-11 08:58:10
125,PORVB2,2.78,19.18,0.08,19.1,2018-04-11 08:58:38
126,PORVB2,2.78,19.14,0.04,19.1,2018-04-11 08:58:49
127,PORVB2,2.78,19.34,0.24,19.1,2018-04-11 08:59:11
128,PORVB2,2.78,19.26,0.16,19.1,2018-04-11 08:59:35
129,PORVB2,2.78,19.2,0.1,19.1,2018-04-11 09:00:13
130,PORVB2,2.78,19.1,0,19.1,2018-04-11 09:00:31
131,PORVB2,2.78,19.5,0,19.5,2018-04-11 09:07:53
132,PORVB2,2.78,19.76,0.26,19.5,2018-04-11 09:08:02
133,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 09:08:15
134,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 09:08:34
135,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 09:08:54
136,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 09:09:17
137,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 09:09:36
138,PORVB2,2.78,19.72,0.22,19.5,2018-04-11 09:09:50
139,PORVB2,2.78,19.5,0,19.5,2018-04-11 09:10:16
140,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 09:10:53
141,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 09:11:04
142,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 09:11:20
143,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 09:11:41
144,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 09:11:53
145,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 09:12:13
146,PORVB2,2.78,19.5,0,19.5,2018-04-11 09:12:23
147,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 09:12:33
148,PORVB2,2.78,19.62,0.12,19.5,2018-04-11 09:12:58
149,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 09:13:10
150,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 09:13:22
151,PORVB2,2.78,19.8,0.3,19.5,2018-04-11 09:13:36
152,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 09:13:45
153,PORVB2,2.78,19.72,0.22,19.5,2018-04-11 09:13:55
154,PORVB2,2.78,19.62,0.12,19.5,2018-04-11 09:14:12
155,PORVB2,2.78,19.78,0.28,19.5,2018-04-11 09:14:25
156,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 09:14:46
157,PORVB2,2.78,19.48,-0.02,19.5,2018-04-11 09:15:03
158,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 09:15:14
159,PORVB2,2.78,19.72,0.22,19.5,2018-04-11 09:15:41
160,PORVB2,2.78,19.78,0.28,19.5,2018-04-11 09:15:57
161,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 09:16:09
162,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 09:16:30
163,PORVB2,2.78,19.9,0.4,19.5,2018-04-11 09:16:41
164,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 09:17:03
165,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 09:17:15
166,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 09:17:25
167,PORVB2,2.78,19.72,0.22,19.5,2018-04-11 09:17:30
168,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 09:17:39
169,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 09:17:49
170,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 09:17:59
171,PORVB2,2.78,19.62,0.12,19.5,2018-04-11 09:18:10
172,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 09:18:36
173,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 09:18:44
174,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 09:19:03
175,PORVB2,2.78,19.62,0.12,19.5,2018-04-11 09:19:19
176,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 09:19:28
177,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 09:19:41
178,PORVB2,2.78,19.74,0.24,19.5,2018-04-11 09:20:03
179,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 09:20:15
180,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 09:20:25
181,PORVB2,2.78,19.76,0.26,19.5,2018-04-11 09:20:37
182,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 09:20:47
183,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 09:21:04
184,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 09:21:11
185,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 09:21:23
186,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 09:21:36
187,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 09:21:48
188,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 09:22:01
189,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 09:22:09
190,PORVB2,2.78,19.5,0,19.5,2018-04-11 09:22:35
191,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 09:22:53
192,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 09:23:01
193,PORVB2,2.78,19.5,0,19.5,2018-04-11 09:23:21
194,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 09:23:42
195,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 09:23:57
196,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 09:24:11
197,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 09:24:23
198,PORVB2,2.78,19.78,0.28,19.5,2018-04-11 09:24:41
199,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 09:24:52
200,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 09:25:01
201,PORVB2,2.78,19.5,0,19.5,2018-04-11 09:25:24
202,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 09:25:32
203,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 09:25:41
204,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 09:25:57
205,PORVB2,2.78,19.62,0.12,19.5,2018-04-11 09:26:10
206,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 09:26:23
207,PORVB2,2.78,19.74,0.24,19.5,2018-04-11 09:26:42
208,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 09:26:53
209,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 09:27:04
210,PORVB2,2.78,19.72,0.22,19.5,2018-04-11 09:27:18
211,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 09:27:37
212,PORVB2,2.78,19.74,0.24,19.5,2018-04-11 09:27:56
213,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 09:28:06
214,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 09:28:32
215,PORVB2,2.78,19.74,0.24,19.5,2018-04-11 09:28:55
216,PORVB2,2.78,19.76,0.26,19.5,2018-04-11 09:29:14
217,PORVB2,2.78,19.74,0.24,19.5,2018-04-11 09:29:33
218,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 09:29:47
219,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 09:29:52
220,PORVB2,2.78,19.5,0,19.5,2018-04-11 09:30:04
221,PORVB2,2.78,19.62,0.12,19.5,2018-04-11 09:30:27
222,PORVB2,2.78,19.48,-0.02,19.5,2018-04-11 09:30:42
223,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 09:30:53
224,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 09:31:16
225,PORVB2,2.78,19.74,0.24,19.5,2018-04-11 09:31:25
226,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 09:31:48
227,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 09:32:17
228,PORVB2,2.78,20.3,0.8,19.5,2018-04-11 09:32:40
229,PORVB2,2.78,19.4,0.3,19.1,2018-04-11 09:33:25
230,PORVB2,2.78,19.06,-0.04,19.1,2018-04-11 09:33:39
231,PORVB2,2.78,19.36,0.26,19.1,2018-04-11 09:33:55
232,PORVB2,2.78,19.08,-0.02,19.1,2018-04-11 09:34:12
233,PORVB2,2.78,19.16,0.06,19.1,2018-04-11 09:34:22
234,PORVB2,2.78,19.1,0,19.1,2018-04-11 09:34:48
235,PORVB2,2.78,19.4,0.3,19.1,2018-04-11 09:35:11
236,PORVB2,2.78,19.12,0.02,19.1,2018-04-11 09:35:34
237,PORVB2,2.78,19.24,0.14,19.1,2018-04-11 09:35:58
238,PORVB2,2.78,19.2,0.1,19.1,2018-04-11 09:36:09
239,PORVB2,2.78,19.34,0.24,19.1,2018-04-11 09:36:34
240,PORVB2,2.78,19.1,0,19.1,2018-04-11 09:36:57
241,PORVB2,2.78,19.26,0.16,19.1,2018-04-11 09:37:15
242,PORVB2,2.78,19.2,0.1,19.1,2018-04-11 09:37:30
243,PORVB2,2.78,19.24,0.14,19.1,2018-04-11 09:37:46
244,PORVB2,2.78,19.36,0.26,19.1,2018-04-11 09:38:10
245,PORVB2,2.78,19.7,0.6,19.1,2018-04-11 09:38:17
246,PORVB2,2.78,19.52,0.42,19.1,2018-04-11 09:38:27
247,PORVB2,2.78,19.44,0.34,19.1,2018-04-11 09:38:50
248,PORVB2,2.78,19.48,0.38,19.1,2018-04-11 09:39:20
249,PORVB2,2.78,19.2,0.1,19.1,2018-04-11 09:39:31
250,PORVB2,2.78,19.12,0.02,19.1,2018-04-11 09:40:03
251,PORVB2,2.78,19.72,0.62,19.1,2018-04-11 09:40:18
252,PORVB2,2.78,19.52,0.42,19.1,2018-04-11 09:40:27
253,PORVB2,2.78,19.74,0.24,19.5,2018-04-11 09:42:40
254,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 09:42:51
255,PORVB2,2.78,19.84,0.34,19.5,2018-04-11 09:43:01
256,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 09:43:29
257,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 09:43:44
258,PORVB2,2.78,19.74,0.24,19.5,2018-04-11 09:44:04
259,PORVB2,2.78,19.5,0,19.5,2018-04-11 09:44:48
260,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 09:45:00
261,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 09:45:18
262,PORVB2,2.78,19.5,0,19.5,2018-04-11 09:45:31
263,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 09:45:45
264,PORVB2,2.78,19.62,0.12,19.5,2018-04-11 09:45:56
265,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 09:46:09
266,PORVB2,2.78,19.5,0,19.5,2018-04-11 09:46:25
267,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 09:46:37
268,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 09:46:56
269,PORVB2,2.78,19.74,0.24,19.5,2018-04-11 09:47:15
270,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 09:47:32
271,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 09:48:04
272,PORVB2,2.78,19.72,0.22,19.5,2018-04-11 09:48:28
273,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 09:48:54
274,PORVB2,2.78,19.74,0.24,19.5,2018-04-11 09:49:04
275,PORVB2,2.78,19.78,0.28,19.5,2018-04-11 09:49:13
276,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 09:49:23
277,PORVB2,2.78,19.72,0.22,19.5,2018-04-11 09:49:36
278,PORVB2,2.78,19.82,0.32,19.5,2018-04-11 09:49:52
279,PORVB2,2.78,19.5,0,19.5,2018-04-11 09:50:03
280,PORVB2,2.78,19.74,0.24,19.5,2018-04-11 09:50:13
281,PORVB2,2.78,19.78,0.28,19.5,2018-04-11 09:50:23
282,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 09:50:35
283,PORVB2,2.78,19.62,0.12,19.5,2018-04-11 09:50:59
284,PORVB2,2.78,19.5,0,19.5,2018-04-11 09:51:07
285,PORVB2,2.78,19.48,-0.02,19.5,2018-04-11 09:51:28
286,PORVB2,2.78,19.78,0.28,19.5,2018-04-11 09:51:39
287,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 09:52:02
288,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 09:52:15
289,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 09:52:22
290,PORVB2,2.78,19.5,0,19.5,2018-04-11 09:52:31
291,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 09:52:48
292,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 09:53:00
293,PORVB2,2.78,19.5,0,19.5,2018-04-11 09:53:13
294,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 09:53:34
295,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 09:53:50
296,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 09:54:14
297,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 10:14:37
298,PORVB2,2.78,19.62,0.12,19.5,2018-04-11 10:15:03
299,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 10:15:13
300,PORVB2,2.78,19.78,0.28,19.5,2018-04-11 10:15:31
301,PORVB2,2.78,19.74,0.24,19.5,2018-04-11 10:15:45
302,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 10:15:56
303,PORVB2,2.78,19.62,0.12,19.5,2018-04-11 10:16:14
304,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 10:16:44
305,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 10:17:04
306,PORVB2,2.78,19.44,-0.06,19.5,2018-04-11 10:17:23
307,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 10:17:33
308,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 10:17:43
309,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 10:18:13
310,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 10:18:23
311,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 10:18:35
312,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 10:18:50
313,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 10:19:25
314,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 10:19:38
315,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 10:20:00
316,PORVB2,2.78,19.88,0.38,19.5,2018-04-11 10:20:14
317,PORVB2,2.78,19.86,0.36,19.5,2018-04-11 10:20:37
318,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 10:20:55
319,PORVB2,2.78,19.62,0.12,19.5,2018-04-11 10:21:27
320,PORVB2,2.78,19.84,0.34,19.5,2018-04-11 10:21:40
321,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 10:21:54
322,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 10:22:20
323,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 10:22:35
324,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 10:22:48
325,PORVB2,2.78,19.76,0.26,19.5,2018-04-11 10:23:03
326,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 10:23:12
327,PORVB2,2.78,19.62,0.12,19.5,2018-04-11 10:23:36
328,PORVB2,2.78,19.72,0.22,19.5,2018-04-11 10:23:45
329,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 10:23:57
330,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 10:24:12
331,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 10:24:28
332,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 10:24:51
333,PORVB2,2.78,19.72,0.22,19.5,2018-04-11 10:25:01
334,PORVB2,2.78,19.74,0.24,19.5,2018-04-11 10:25:27
335,PORVB2,2.78,19.7,0.2,19.5,2018-04-11 10:25:43
336,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 10:25:53
337,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 10:26:03
338,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 10:26:10
339,PORVB2,2.78,19.9,0.4,19.5,2018-04-11 10:26:24
340,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 10:26:39
341,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 10:26:51
342,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 10:27:10
343,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 10:27:22
344,PORVB2,2.78,19.72,0.22,19.5,2018-04-11 10:27:34
345,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 10:27:58
346,PORVB2,2.78,19.74,0.24,19.5,2018-04-11 10:28:04
347,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 10:28:19
348,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 10:28:38
349,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 10:28:51
350,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 10:29:45
351,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 10:29:59
352,PORVB2,2.78,19.78,0.28,19.5,2018-04-11 10:30:22
353,PORVB2,2.78,19.6,0.1,19.5,2018-04-11 10:30:29
354,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 10:30:36
355,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 10:30:51
356,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 10:31:00
357,PORVB2,2.78,19.68,0.18,19.5,2018-04-11 10:31:23
358,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 10:31:49
359,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 10:32:00
360,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 10:32:18
361,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 10:32:27
362,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 10:32:36
363,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 10:32:49
364,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 10:33:02
365,PORVB2,2.78,19.66,0.16,19.5,2018-04-11 10:33:12
366,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 10:33:24
367,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 10:33:32
368,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 10:33:42
369,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 10:33:58
370,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 10:34:17
371,PORVB2,2.78,19.58,0.08,19.5,2018-04-11 10:34:36
372,PORVB2,2.78,19.54,0.04,19.5,2018-04-11 10:34:50
373,PORVB2,2.78,19.52,0.02,19.5,2018-04-11 10:35:09
374,PORVB2,2.78,19.62,0.12,19.5,2018-04-11 10:35:26
375,PORVB2,2.78,19.64,0.14,19.5,2018-04-11 10:35:38
376,PORVB2,2.78,19.56,0.06,19.5,2018-04-11 10:36:09
377,PORVB2,2.78,19.5,0,19.5,2018-04-11 10:36:22
